seller,make,model,year,capacity,fuel,horse power,transmission,drive train,body type,doors,seats,color,state,price,serviced at aso,first owner,damaged
Dealer,Audi,A6,2022,1968,Diesel,204,Automatic,4WD (permanent),station wagon,5.0,5.0,Blue,New,318600,False,False,False
Dealer,Audi,A6,2022,1968,Diesel,204,Automatic,4WD (permanent),Sedan,4.0,5.0,Black,New,287900,False,False,False
Dealer,Audi,Q7,2022,2967,Diesel,286,Automatic,4WD (permanent),SUV,5.0,5.0,Gray,New,390900,False,False,False
Dealer,Audi,A6,2022,1968,Diesel,204,Automatic,4WD (permanent),Sedan,4.0,5.0,Black,New,275400,False,False,False
Dealer,Kia,Sportage,2019,1600,Petrol,132,Manual,FWD,SUV,,5.0,White,Used,84890,False,True,False
Private,Mazda,CX-3,2018,1998,Petrol,121,Manual,FWD,SUV,5.0,5.0,Red,Used,91900,True,True,False
Private,Mercedes-Benz,Klasa E,2016,2987,Diesel,258,Automatic,RWD,Coupe,2.0,4.0,White,Used,79000,False,False,False
Dealer,Mercedes-Benz,Klasa E,2005,1796,Petrol,163,Automatic,RWD,station wagon,5.0,5.0,Beige,Used,25900,True,False,False
Dealer,Nissan,Qashqai,2007,1997,Petrol,141,Automatic,,SUV,5.0,5.0,Black,Used,29900,True,True,False
Private,Volkswagen,Scirocco,2012,1968,Diesel,140,Manual,FWD,Compact,3.0,4.0,White,Used,25600,False,False,True
Dealer,Ford,F150,2021,3497,Petrol,430,Automatic,4WD (automatic),SUV,5.0,5.0,Silver,Used,389999,False,False,False
Private,Citroën,C4,2010,1598,Petrol+LPG,120,Manual,FWD,Compact,5.0,5.0,Violet,Used,24900,True,False,False
Private,BMW,5GT,2012,2993,Diesel,299,Automatic,4WD (automatic),Sedan,5.0,5.0,Other,Used,48900,True,False,True
Dealer,Volkswagen,Passat,2019,1968,Diesel,190,Automatic,4WD (automatic),Sedan,4.0,5.0,Black,Used,119900,True,True,False
Dealer,BMW,Seria 7,2018,2993,Diesel,320,Automatic,4WD (automatic),Sedan,4.0,5.0,Silver,Used,349900,True,False,False
Dealer,Jeep,Grand Cherokee,2016,2987,Diesel,250,Automatic,4WD (automatic),SUV,4.0,5.0,Brown,Used,129900,True,False,False
Dealer,Škoda,Octavia,2018,1968,Diesel,150,Manual,FWD,Compact,5.0,5.0,Blue,Used,75900,True,True,False
Dealer,Mazda,CX-5,2019,2488,Petrol,194,Automatic,4WD (automatic),SUV,5.0,5.0,Red,Used,161900,True,True,False
Dealer,Ford,Focus,2016,1498,Diesel,120,Manual,FWD,station wagon,5.0,5.0,Blue,Used,42900,True,True,False
Private,Jaguar,F-Pace,2018,1999,Diesel,180,Automatic,4WD (automatic),SUV,5.0,5.0,Blue,Used,189000,True,True,False
Dealer,Ford,Focus,2016,1498,Diesel,120,Manual,FWD,station wagon,5.0,5.0,Blue,Used,38900,True,True,False
Private,Mazda,3,2008,1598,Petrol,105,Manual,,Compact,4.0,5.0,Silver,Used,15500,False,True,False
Private,Honda,Civic,2020,1997,Petrol,158,Automatic,,Compact,4.0,5.0,Silver,Used,78000,False,False,False
Dealer,BMW,X6,2022,2993,Diesel,340,Automatic,4WD (automatic),SUV,5.0,5.0,White,New,450200,False,False,False
Dealer,Opel,Insignia,2019,1956,Diesel,170,Automatic,FWD,station wagon,5.0,5.0,Gray,Used,74900,True,True,False
Dealer,BMW,X6,2022,2993,Diesel,340,Automatic,4WD (automatic),SUV,5.0,5.0,White,New,450200,False,False,False
Dealer,Opel,Insignia,2019,1956,Diesel,170,Automatic,FWD,station wagon,5.0,5.0,Gray,Used,74900,True,True,False
Dealer,Citroën,DS4,2012,1598,Petrol,120,Manual,FWD,Compact,5.0,5.0,White,Used,33400,False,False,False
Dealer,Opel,Zafira,2017,1956,Diesel,170,Manual,FWD,Minivan,5.0,5.0,Gray,Used,79900,True,True,False
Dealer,Škoda,Fabia,2016,1422,Diesel,90,Manual,FWD,station wagon,5.0,5.0,Blue,Used,40900,True,True,False
Dealer,Ford,Focus,2016,1498,Diesel,95,Manual,FWD,Compact,5.0,5.0,Blue,Used,39900,True,True,False
Dealer,Nissan,X-Trail,2015,1598,Diesel,130,Manual,4WD (manual),SUV,5.0,5.0,Black,Used,68000,False,False,False
Private,Dodge,Challenger,2020,5654,Petrol,372,Automatic,RWD,Coupe,2.0,5.0,Black,Used,159000,False,False,False
Private,Toyota,RAV4,2011,1987,Petrol,158,Automatic,,SUV,5.0,5.0,Black,Used,58000,True,True,False
Dealer,Audi,A4,2015,1968,Diesel,150,Manual,FWD,station wagon,5.0,5.0,Gray,Used,62300,False,False,False
Dealer,Fiat,Tipo,2017,1598,Petrol,110,Automatic,FWD,Sedan,5.0,5.0,White,Used,57900,False,False,False
Dealer,Fiat,Doblo,2015,1368,Petrol,120,Manual,FWD,Minivan,5.0,5.0,White,Used,40000,False,False,False
Dealer,Ford,Focus,2019,1499,Diesel,95,Manual,FWD,station wagon,5.0,5.0,Gray,Used,66100,False,False,False
Private,Fiat,Bravo,2011,1368,Petrol,120,Manual,FWD,Compact,5.0,5.0,Gray,Used,19500,True,False,False
Private,Audi,A7,2012,2995,Petrol,310,Automatic,,Sedan,5.0,,Black,Used,100000,False,False,False
Dealer,Renault,Grand Scenic,2010,1397,Petrol,130,Manual,FWD,Minivan,5.0,7.0,Silver,Used,25900,True,True,False
Dealer,Nissan,Qashqai,2019,1332,Petrol,140,Manual,FWD,SUV,5.0,5.0,White,Used,33500,False,False,True
Dealer,BMW-ALPINA,B6,2015,4395,Petrol,600,Automatic,4WD (permanent),Coupe,4.0,5.0,Black,Used,289900,True,False,False
Dealer,Mercedes-Benz,Klasa E,2022,1950,Diesel,200,Automatic,4WD (permanent),Sedan,4.0,5.0,White,New,305700,False,False,False
Dealer,Renault,Captur,2016,1197,Petrol,118,Manual,FWD,SUV,5.0,5.0,Beige,Used,59655,True,True,False
Private,Nissan,X-Trail,2015,1598,Diesel,130,Manual,4WD (manual),SUV,5.0,5.0,Gray,Used,66500,False,False,False
Private,Volkswagen,Tiguan Allspace,2018,1968,Diesel,150,Manual,FWD,SUV,5.0,7.0,Gray,Used,127000,False,False,False
Private,Audi,A4,2012,1798,Petrol,170,Automatic,FWD,Sedan,5.0,5.0,Brown,Used,38900,True,False,True
Dealer,Mercedes-Benz,GLC,2022,1991,Petrol,197,Automatic,4WD (permanent),SUV,5.0,5.0,Silver,New,286411,False,False,False
Dealer,BMW,Seria 7,2022,2993,Diesel,340,Automatic,4WD (automatic),Sedan,4.0,5.0,Black,Used,519000,True,True,False
Dealer,Mercedes-Benz,Klasa S,2019,6233,Petrol,900,Automatic,RWD,Coupe,2.0,4.0,Black,Used,1966770,True,False,False
Private,Volkswagen,Polo,2019,999,Petrol,95,Manual,,City cars,5.0,5.0,White,Used,59000,True,True,False
Dealer,Ford,Kuga,2017,1997,Diesel,150,Manual,4WD (automatic),SUV,5.0,5.0,White,Used,65900,True,True,False
Private,Audi,A6,2006,1968,Diesel,140,Automatic,,Sedan,5.0,5.0,Other,Used,19900,False,False,False
Dealer,Škoda,Fabia,2014,1198,Petrol,60,Manual,FWD,Compact,5.0,5.0,Blue,Used,24600,False,False,False
Dealer,Hyundai,i10,2016,1248,Petrol,87,Automatic,FWD,Small cars,5.0,5.0,Blue,Used,38100,False,False,False
Private,Audi,Q5,2010,1968,Diesel,170,Manual,,SUV,5.0,5.0,Black,Used,49950,False,False,False
Private,Volkswagen,Polo,2007,1198,Petrol,70,Manual,,City cars,3.0,5.0,Black,Used,11950,False,False,False
Private,Volvo,S90,2018,1969,Petrol,250,Automatic,FWD,Sedan,4.0,5.0,Gray,Used,137500,True,True,False
Dealer,Mazda,CX-5,2014,1997,Petrol,165,Manual,FWD,SUV,5.0,5.0,Red,Used,65200,False,False,False
Dealer,Škoda,Enyaq,2022,,Electric,204,Automatic,RWD,SUV,5.0,5.0,Red,New,253151,False,False,False
Dealer,Volvo,S60,2012,1560,Diesel,115,Manual,FWD,Sedan,4.0,5.0,Black,Used,39100,False,False,False
Dealer,Ford,Kuga,2014,1997,Diesel,163,Automatic,4WD (automatic),SUV,5.0,5.0,Gray,Used,59400,False,False,False
Dealer,BMW,X2,2019,1995,Diesel,190,Automatic,4WD (permanent),SUV,5.0,5.0,Black,Used,172800,True,True,False
Private,Mercedes-Benz,Klasa C,2015,1991,Petrol,245,Automatic,4WD (permanent),Sedan,4.0,5.0,Gray,Used,96000,False,False,False
Dealer,Fiat,Tipo,2017,1368,Petrol,120,Manual,FWD,Compact,5.0,5.0,Black,Used,53800,False,False,False
Private,Škoda,Octavia,2018,1598,Diesel,115,Manual,FWD,Compact,5.0,5.0,Black,Used,75645,True,True,False
Dealer,Volkswagen,Caddy,2022,1968,Diesel,122,Automatic,FWD,Minivan,5.0,7.0,Gray,New,209370,False,False,False
Dealer,Audi,A4,2014,1968,Diesel,136,Manual,FWD,station wagon,5.0,5.0,Gray,Used,47999,False,True,False
Dealer,Kia,Rio,2015,1396,Diesel,90,Manual,FWD,Compact,5.0,5.0,Gray,Used,37999,True,True,False
Dealer,Audi,A3,2010,1798,Petrol,160,Manual,FWD,Compact,5.0,5.0,Black,Used,36499,False,True,False
Private,Alfa Romeo,159,2011,1956,Diesel,136,Manual,FWD,Sedan,4.0,5.0,Black,Used,23500,True,False,False
Private,Suzuki,Grand Vitara,2008,1870,Diesel,129,Manual,4WD (manual),SUV,5.0,5.0,Black,Used,24490,False,False,False
Dealer,Chevrolet,Cruze,2012,1598,Petrol,125,Manual,FWD,station wagon,5.0,5.0,Silver,Used,29500,False,False,False
Dealer,MINI,ONE,2016,1198,Petrol,102,Manual,FWD,City cars,3.0,4.0,Black,Used,55800,False,False,False
Private,BMW,Seria 5,2011,1995,Diesel,184,Automatic,RWD,station wagon,5.0,5.0,Silver,Used,42900,False,False,False
Dealer,Audi,Q5,2012,1968,Diesel,170,Automatic,4WD (permanent),SUV,5.0,5.0,Gray,Used,63200,False,False,False
Dealer,Citroën,DS4,2013,1598,Petrol,120,Manual,FWD,Compact,5.0,5.0,Gray,Used,40500,False,False,False
Dealer,Opel,Mokka,2014,1598,Petrol,115,Manual,FWD,SUV,5.0,5.0,Black,Used,49900,False,False,False
Dealer,Ford,Kuga,2014,1997,Diesel,163,Automatic,4WD (automatic),SUV,5.0,5.0,Silver,Used,64900,True,False,False
Dealer,Škoda,Octavia,2016,1968,Diesel,185,Automatic,FWD,station wagon,5.0,5.0,Gray,Used,67900,False,False,False
Dealer,Citroën,C3,2018,1560,Diesel,75,Manual,FWD,City cars,5.0,5.0,Gray,Used,48900,False,True,False
Dealer,BMW,X6,2022,2993,Diesel,340,Automatic,4WD (automatic),SUV,5.0,5.0,Black,New,474800,False,False,False
Private,Volkswagen,Polo,2007,1390,Petrol,80,Manual,FWD,City cars,5.0,5.0,Gray,Used,14900,False,False,False
Private,Mercedes-Benz,GLC,2019,2143,Diesel,170,Automatic,,SUV,5.0,5.0,Black,Used,299000,False,False,False
Private,BMW,Seria 5,2018,1995,Diesel,190,Manual,RWD,station wagon,5.0,5.0,Black,Used,108240,True,False,False
Private,Hyundai,ix35,2014,1685,Diesel,115,Manual,FWD,SUV,5.0,5.0,Gray,Used,47900,True,False,False
Dealer,Škoda,Octavia,2017,1798,Petrol,180,Automatic,FWD,Sedan,5.0,5.0,Other,Used,83900,True,True,False
Private,Volkswagen,Golf,2012,1390,Petrol,80,Manual,FWD,Compact,3.0,5.0,Black,Used,27600,True,False,False
Private,Volkswagen,Golf,2012,1390,Petrol,80,Manual,FWD,Compact,3.0,5.0,Black,Used,27600,True,False,False
Private,Volvo,V40,2016,1969,Diesel,120,Automatic,FWD,Compact,5.0,5.0,Black,Used,65800,True,False,False
Dealer,Renault,Captur,2013,898,Petrol,90,Manual,FWD,SUV,5.0,5.0,Brown,Used,39999,True,True,False
Dealer,Ford,Kuga,2016,1997,Diesel,150,Manual,4WD (permanent),SUV,5.0,5.0,White,Used,62900,False,False,False
Dealer,Volkswagen,T-Roc,2022,1498,Petrol,150,Manual,FWD,SUV,5.0,5.0,White,New,109030,False,False,False
Private,Honda,Civic,2009,1799,Petrol,140,Manual,FWD,Compact,5.0,5.0,Red,Used,26000,False,False,False
Private,Nissan,Juke,2010,1598,Petrol,117,Manual,,SUV,5.0,5.0,Brown,Used,36900,False,True,False
Dealer,Hyundai,Tucson,2017,1591,Petrol,132,Manual,FWD,SUV,5.0,5.0,Beige,Used,87900,True,False,False
Dealer,Volkswagen,T-Cross,2022,999,Petrol,110,Automatic,FWD,SUV,5.0,5.0,Silver,New,117590,False,False,False
Dealer,Volvo,XC 60,2021,1969,Petrol,197,Automatic,FWD,SUV,5.0,5.0,White,Used,220900,True,True,False
Dealer,BMW,Seria 1,2022,1499,Petrol,136,Automatic,FWD,Compact,5.0,5.0,Gray,New,142100,False,False,False
Private,Audi,Q3,2013,1968,Diesel,140,Manual,FWD,SUV,5.0,5.0,Red,Used,68000,True,False,False
Private,Seat,Ibiza,2017,999,Petrol+LPG,75,Manual,FWD,City cars,5.0,5.0,White,Used,33500,False,False,False
Private,Mazda,CX-3,2016,1499,Diesel,105,Manual,,SUV,5.0,5.0,Other,Used,68900,True,False,False
Private,Citroën,C4,2017,1560,Diesel,120,Manual,FWD,City cars,5.0,5.0,White,Used,31900,False,False,True
Private,Škoda,Superb,2017,1984,Petrol,280,Automatic,4WD (permanent),Sedan,5.0,5.0,Brown,Used,142900,True,True,False
Dealer,Volvo,XC 60,2018,1969,Diesel,190,Automatic,4WD (automatic),SUV,5.0,5.0,White,Used,174900,True,True,False
Private,Hyundai,Tucson,2019,1591,Petrol,132,Manual,FWD,SUV,5.0,5.0,Other,Used,87900,False,True,False
Private,Jeep,Grand Cherokee,2014,5654,Petrol,352,Automatic,4WD (automatic),SUV,5.0,5.0,Claret,Used,105000,True,False,False
Private,Mitsubishi,ASX,2015,1590,Petrol+LPG,117,Manual,,SUV,5.0,5.0,Black,Used,57900,False,False,False
Private,BMW,X6,2016,2979,Petrol,306,Automatic,4WD (permanent),SUV,5.0,5.0,Gray,Used,147500,False,False,False
Dealer,BMW,X3,2022,1995,Diesel,190,Automatic,4WD (permanent),SUV,5.0,5.0,Gray,New,248500,False,False,False
Dealer,BMW,Seria 5,2022,2993,Diesel,340,Automatic,4WD (permanent),station wagon,5.0,5.0,Gray,New,438300,False,False,False
Private,Volkswagen,Tiguan Allspace,2018,1984,Petrol,180,Automatic,4WD (permanent),SUV,5.0,7.0,White,Used,153000,True,True,False
Private,Citroën,C1,2007,998,Petrol,68,Automatic,FWD,Small cars,5.0,4.0,Red,Used,12999,False,False,False
Private,Volvo,XC 60,2015,1969,Diesel,150,Manual,FWD,SUV,5.0,5.0,Black,Used,69900,False,False,False
Private,Opel,Astra,2010,1598,Petrol,115,Manual,FWD,Compact,5.0,5.0,Gray,Used,27700,True,False,False
Dealer,BMW,X2,2022,1995,Diesel,190,Automatic,4WD (permanent),SUV,5.0,5.0,Gray,New,246500,False,False,False
Private,Opel,Astra,2014,1364,Petrol,140,Automatic,,Compact,5.0,5.0,Brown,Used,50500,True,False,False
Private,Volkswagen,Passat,2016,1968,Diesel,150,Manual,FWD,Sedan,5.0,5.0,Gray,Used,80000,True,False,False
Private,Mercedes-Benz,Klasa C,2005,2996,Petrol,231,Automatic,RWD,Sedan,5.0,5.0,Black,Used,25900,False,False,False
Private,Citroën,C4 Grand Picasso,2008,1997,Diesel,136,Automatic,FWD,Minivan,5.0,7.0,Violet,Used,14999,True,False,False
Dealer,Volkswagen,Golf,2012,1598,Diesel,105,Manual,FWD,Compact,5.0,5.0,Black,Used,38400,True,True,False
Dealer,Audi,A6,2018,2967,Diesel,286,Automatic,4WD (permanent),station wagon,5.0,5.0,Black,Used,264900,True,False,False
Private,Audi,Q7,2017,2967,Diesel,272,Automatic,,SUV,5.0,5.0,White,Used,174900,False,False,False
Private,Opel,Vectra,2008,1796,Petrol+LPG,140,Manual,FWD,Sedan,5.0,5.0,Silver,Used,20000,False,False,False
Private,Volkswagen,Multivan,1997,2461,Diesel,102,Manual,4WD (automatic),Minivan,4.0,7.0,Gray,Used,64900,False,False,False
Dealer,Opel,Astra,2012,1364,Petrol,140,Manual,FWD,station wagon,5.0,5.0,Gray,Used,38999,True,True,False
Private,Toyota,Prius,2007,1497,Hybrid,77,Automatic,FWD,Compact,5.0,5.0,Silver,Used,26900,True,True,False
Dealer,Volvo,XC 90,2022,1969,Diesel,249,Automatic,4WD (automatic),SUV,5.0,7.0,White,New,388400,False,False,False
Dealer,Audi,A5,2018,1984,Petrol,252,Automatic,4WD (permanent),Coupe,5.0,5.0,Gray,Used,199900,True,True,False
Dealer,Dacia,Dokker,2018,1598,Petrol+LPG,102,Manual,FWD,station wagon,4.0,5.0,Blue,Used,54900,True,True,False
Private,Suzuki,SX4,2007,1586,Petrol,107,Manual,FWD,Compact,5.0,5.0,Gray,Used,21000,True,False,False
Private,Suzuki,Jimny,2012,1328,Petrol,85,Manual,4WD (manual),SUV,3.0,4.0,Silver,Used,28999,False,False,False
Dealer,Mazda,6,2018,1998,Petrol,165,Manual,FWD,Sedan,4.0,5.0,Red,Used,104900,True,True,False
Private,Škoda,Superb,2016,1968,Diesel,190,Manual,FWD,Sedan,5.0,5.0,White,Used,79900,True,False,False
Dealer,Jaguar,F-Pace,2022,1997,Petrol,250,Automatic,4WD (permanent),SUV,5.0,5.0,Black,New,302700,False,False,False
Private,Porsche,Cayenne,2011,2967,Diesel,240,Automatic,4WD (permanent),SUV,5.0,5.0,Black,Used,79900,True,False,False
Dealer,Alfa Romeo,Stelvio,2018,1995,Petrol,280,Automatic,4WD (automatic),SUV,5.0,5.0,Gray,Used,151900,True,True,False
Dealer,BMW,X6,2022,2993,Diesel,340,Automatic,4WD (automatic),SUV,5.0,5.0,Black,New,433100,False,False,False
Dealer,Renault,Megane,2018,1461,Diesel,110,Manual,FWD,station wagon,5.0,5.0,Brown,Used,72900,True,True,False
Dealer,Kia,Niro,2022,1580,Hybrid,141,Automatic,FWD,SUV,5.0,5.0,Blue,New,150700,False,False,False
Private,Toyota,Avensis,2017,1798,Petrol,147,Manual,FWD,Sedan,4.0,5.0,Gray,Used,65900,False,True,False
Dealer,Volvo,XC 70,2016,2400,Diesel,230,Automatic,4WD (automatic),SUV,5.0,5.0,Blue,Used,127900,True,False,False
Dealer,Hyundai,Tucson,2016,1685,Diesel,141,Automatic,FWD,station wagon,5.0,5.0,Gray,Used,74900,True,False,False
Private,Subaru,Legacy,2006,2457,Petrol+LPG,164,Automatic,,station wagon,5.0,5.0,White,Used,33000,False,False,False
Private,Honda,CR-V,2015,1997,Petrol,155,Automatic,4WD (automatic),SUV,5.0,5.0,Black,Used,96000,True,False,False
Dealer,Citroën,C3,2022,1199,Petrol,83,Manual,FWD,City cars,5.0,5.0,White,New,65980,False,False,False
Dealer,Honda,Jazz,2022,1498,Petrol,98,Automatic,FWD,Compact,5.0,5.0,Black,New,100800,False,False,False
Dealer,Seat,Leon,2022,1498,Petrol,150,Manual,FWD,station wagon,5.0,5.0,Other,New,133398,False,False,False
Dealer,Peugeot,508,2016,1997,Diesel,150,Manual,FWD,Sedan,5.0,5.0,Gray,Used,59900,True,True,False
Private,Peugeot,5008,2010,1598,Petrol,156,Manual,FWD,Minivan,5.0,5.0,Silver,Used,27000,False,False,False
Private,Mazda,3,2003,1999,Petrol,149,Manual,FWD,Compact,5.0,5.0,Black,Used,17000,False,False,False
Dealer,Volkswagen,Taigo,2022,999,Petrol,110,Automatic,FWD,SUV,5.0,5.0,Gray,New,111900,False,False,False
Dealer,Honda,Jazz,2022,1498,Petrol,98,Automatic,FWD,Compact,5.0,5.0,Black,New,100800,False,False,False
Dealer,Seat,Leon,2022,1498,Petrol,150,Manual,FWD,station wagon,5.0,5.0,Other,New,133398,False,False,False
Dealer,Peugeot,508,2016,1997,Diesel,150,Manual,FWD,Sedan,5.0,5.0,Gray,Used,59900,True,True,False
Private,Peugeot,5008,2010,1598,Petrol,156,Manual,FWD,Minivan,5.0,5.0,Silver,Used,27000,False,False,False
Private,Mazda,3,2003,1999,Petrol,149,Manual,FWD,Compact,5.0,5.0,Black,Used,17000,False,False,False
Dealer,Volkswagen,Taigo,2022,999,Petrol,110,Automatic,FWD,SUV,5.0,5.0,Gray,New,111900,False,False,False
Dealer,Kia,Sportage,2021,1598,Petrol,150,Manual,FWD,SUV,5.0,5.0,Gray,New,116990,False,True,False
Private,Mercedes-Benz,Klasa A,2017,1991,Petrol,381,Automatic,4WD (permanent),Compact,5.0,5.0,White,Used,155000,False,False,False
Private,Mercedes-Benz,Klasa C,2019,3982,Petrol,476,Automatic,,Coupe,3.0,4.0,Gray,Used,300000,False,False,False
Dealer,Audi,Q5,2014,1968,Diesel,177,Automatic,4WD (permanent),SUV,5.0,5.0,Other,Used,89900,True,True,False
Dealer,Volvo,V40,2015,1984,Diesel,150,Manual,FWD,Compact,5.0,5.0,White,Used,56900,True,True,False
Dealer,BMW,Seria 8,2020,2993,Diesel,320,Automatic,4WD (automatic),Cabriolet,2.0,4.0,Gray,Used,537000,True,True,False
Private,Opel,Insignia,2012,1956,Diesel,160,Manual,FWD,Sedan,5.0,5.0,Black,Used,31000,False,False,False
Private,Volvo,XC 40,2021,1477,Petrol,163,Automatic,,SUV,5.0,5.0,White,Used,145889,True,True,False
Private,Ford,Focus,2005,1560,Diesel,109,Manual,FWD,station wagon,5.0,5.0,Silver,Used,7900,False,False,False
Private,Mercedes-Benz,Klasa A,2007,1991,Diesel,109,Automatic,FWD,Compact,5.0,5.0,Claret,Used,13000,False,False,False
Private,Nissan,Qashqai,2018,1332,Petrol,160,Automatic,,SUV,5.0,5.0,Blue,Used,95000,False,False,False
Private,Volkswagen,Golf,2007,1896,Diesel,105,Manual,FWD,station wagon,5.0,5.0,Silver,Used,10900,False,False,False
Private,Opel,Insignia,2010,1956,Diesel,130,Manual,FWD,station wagon,5.0,5.0,Gray,Used,25900,True,False,False
Dealer,Kia,Ceed,2022,1482,Petrol,160,Manual,FWD,Compact,5.0,5.0,White,New,93090,False,True,False
Private,Mercedes-Benz,Klasa C,2019,1950,Diesel,245,Automatic,RWD,station wagon,5.0,5.0,Black,Used,152999,False,False,False
Dealer,Kia,Ceed,2022,1482,Petrol,160,Manual,FWD,station wagon,5.0,5.0,Silver,New,112490,False,True,False
Dealer,Mercedes-Benz,GLC,2022,2925,Diesel,330,Automatic,4WD (permanent),SUV,5.0,5.0,Gray,New,393059,False,False,False
Private,BMW,Seria 5,2007,1995,Diesel,163,Manual,RWD,station wagon,5.0,5.0,Gray,Used,26200,True,False,False
Private,Kia,Ceed,2007,1582,Diesel,115,Manual,FWD,Compact,5.0,5.0,Other,Used,14000,False,False,False
Private,Škoda,Octavia,2016,1395,Petrol,150,Manual,,station wagon,5.0,5.0,Silver,Used,47000,False,False,False
Dealer,Opel,Vivaro,2017,1598,Diesel,125,Manual,FWD,Minivan,4.0,8.0,Blue,Used,97500,True,True,False
Dealer,BMW,X7,2022,2993,Diesel,340,Automatic,4WD (automatic),SUV,5.0,7.0,Black,New,438300,False,False,False
Private,Audi,A1,2010,1390,Petrol,122,Manual,FWD,City cars,3.0,4.0,Red,Used,41900,False,False,False
Dealer,Audi,Q8,2022,2967,Diesel,286,Automatic,,SUV,5.0,,Black,New,588330,False,False,False
Dealer,Nissan,Leaf,2012,,Electric,110,Automatic,FWD,City cars,5.0,5.0,Other,Used,52900,True,True,False
Dealer,Volkswagen,Passat,2012,1968,Diesel,140,Manual,FWD,station wagon,5.0,5.0,Silver,Used,36999,True,True,False
Dealer,Audi,A3,2009,1968,Diesel,140,Manual,FWD,Compact,5.0,5.0,Black,Used,34499,True,True,False
Dealer,Mercedes-Benz,Klasa B,2014,1595,Petrol,122,Manual,FWD,Minivan,5.0,5.0,Gray,Used,53999,True,True,False
Dealer,Mercedes-Benz,GLE,2015,2996,Petrol,367,Automatic,4WD (automatic),SUV,5.0,5.0,White,Used,209838,True,True,False
Private,BMW,Seria 3,2010,2979,Petrol,306,Automatic,,Cabriolet,3.0,4.0,White,Used,82499,False,False,False
Private,BMW,Seria 1,2013,1995,Diesel,116,Manual,,Coupe,2.0,5.0,Gray,Used,46000,False,False,False
Private,Subaru,Forester,2007,2457,Petrol,230,Automatic,4WD (permanent),SUV,5.0,5.0,Blue,Used,13500,False,False,False
Dealer,Porsche,Panamera,2017,3956,Diesel,422,Automatic,4WD (automatic),Sedan,5.0,4.0,Other,Used,355000,True,True,False
Private,Fiat,500X,2017,1368,Petrol,140,Automatic,,SUV,5.0,5.0,White,Used,65000,True,True,False
Dealer,Renault,Espace,2015,1618,Petrol,200,Automatic,FWD,Minivan,5.0,5.0,Black,Used,81600,False,False,False
Private,BMW,Seria 3,2009,1995,Diesel,177,Manual,RWD,station wagon,5.0,5.0,Gray,Used,34900,True,False,False
Private,BMW,M4,2020,2979,Petrol,450,Automatic,FWD,Coupe,2.0,4.0,Black,Used,169000,True,True,True
Dealer,Volkswagen,Tiguan,2018,1395,Petrol,150,Automatic,FWD,SUV,5.0,5.0,Gray,Used,129900,True,True,False
Dealer,Opel,Crossland X,2017,1199,Petrol,110,Manual,FWD,Minivan,5.0,5.0,Blue,Used,60900,False,False,False
Private,Škoda,Superb,2018,1968,Diesel,150,Automatic,FWD,Sedan,5.0,5.0,Black,Used,75900,True,False,False
Private,Renault,Megane,2013,1998,Petrol,265,Manual,,Coupe,3.0,5.0,White,Used,68000,False,False,False
Dealer,Renault,Captur,2015,898,Petrol,90,Manual,FWD,SUV,5.0,5.0,Blue,Used,43800,False,False,False
Dealer,Renault,Koleos,2017,1995,Diesel,177,Automatic,FWD,SUV,5.0,5.0,Blue,Used,90700,False,False,False
Dealer,Opel,Astra,2010,1598,Petrol,115,Manual,FWD,City cars,5.0,5.0,Silver,Used,27900,False,False,False
Dealer,Hyundai,ix35,2015,1685,Diesel,115,Manual,FWD,SUV,5.0,5.0,Gray,Used,54200,False,False,False
Private,Opel,Vectra,2006,1910,Diesel,150,Manual,FWD,Sedan,5.0,5.0,Beige,Used,12500,False,False,False
