seller,make,model,year,capacity,fuel,horse power,transmission,drive train,body type,doors,seats,color,state,price,serviced at aso,first owner,damaged
Private,Suzuki,Swift,2007,1328,Petrol,92,Manual,FWD,City cars,5.0,5.0,Black,Used,14300,True,False,False
Dealer,Mercedes-Benz,Klasa E,2020,1991,Petrol,197,Automatic,4WD (permanent),station wagon,5.0,5.0,White,Used,254900,True,True,False
Dealer,Mercedes-Benz,Klasa C,2009,2996,Petrol,231,Automatic,4WD (automatic),Sedan,4.0,5.0,Black,Used,41000,False,False,False
Dealer,Peugeot,308,2014,1560,Diesel,120,Manual,FWD,station wagon,5.0,5.0,Gray,Used,41300,False,False,False
Dealer,Hyundai,ix20,2016,1582,Diesel,115,Manual,FWD,Minivan,5.0,5.0,Red,Used,44300,False,False,False
Private,Toyota,RAV4,2016,1987,Petrol+LPG,152,Automatic,4WD (automatic),SUV,5.0,5.0,White,Used,104900,True,False,False
Private,Škoda,Octavia,2018,1598,Diesel,115,Automatic,FWD,Sedan,5.0,5.0,Black,Used,74000,True,False,False
Private,Jaguar,E-Pace,2018,1998,Petrol,200,Automatic,4WD (automatic),SUV,5.0,5.0,Red,Used,150000,True,True,False
Private,BMW,Seria 1,2005,1995,Diesel,122,Manual,,Compact,5.0,5.0,Brown,Used,18600,False,False,False
Private,Hyundai,ix20,2015,1396,Petrol,90,Manual,FWD,Minivan,5.0,5.0,White,Used,33200,True,False,False
Dealer,Opel,Insignia,2014,1956,Diesel,130,Manual,FWD,Sedan,5.0,5.0,Green,Used,30500,False,False,False
Private,BMW,Seria 7,2017,2993,Diesel,320,Automatic,4WD (permanent),Sedan,4.0,5.0,Black,Used,240000,True,True,False
Private,Ford,Focus,2006,1596,Petrol,100,Manual,FWD,City cars,3.0,5.0,White,Used,11500,False,False,False
Private,Audi,A8,2010,4134,Diesel,350,Automatic,4WD (automatic),Sedan,4.0,5.0,Brown,Used,90100,False,False,False
Private,Opel,Grandland X,2017,1199,Petrol,130,Manual,FWD,SUV,5.0,5.0,Blue,Used,73900,True,False,False
Private,Toyota,Aygo,2016,998,Petrol,69,Manual,,Small cars,5.0,4.0,Yellow,Used,46900,True,True,False
Dealer,Volvo,V60,2019,1969,Diesel,150,Manual,FWD,station wagon,5.0,5.0,White,Used,144400,True,True,False
Dealer,Land Rover,Discovery,2017,1999,Diesel,240,Automatic,4WD (permanent),SUV,5.0,5.0,Gray,Used,219900,True,False,False
Dealer,BMW,Seria 5,2022,1995,Diesel,190,Automatic,4WD (permanent),station wagon,5.0,5.0,Gray,New,302400,False,False,False
Dealer,Audi,Q3,2017,1984,Petrol,180,Automatic,4WD (permanent),SUV,5.0,5.0,White,Used,126899,True,True,False
Private,Mercedes-Benz,Klasa C,2004,2950,Diesel,231,Automatic,RWD,station wagon,5.0,5.0,Black,Used,29500,False,False,False
Dealer,Fiat,Punto,2016,1400,Petrol,77,Manual,FWD,City cars,5.0,5.0,Blue,Used,35300,False,True,False
Dealer,Mazda,3,2011,1598,Petrol,105,Manual,FWD,Compact,5.0,5.0,Other,Used,25999,False,False,False
Private,Kia,Soul,2013,1582,Diesel,128,Manual,FWD,SUV,5.0,5.0,White,Used,30900,False,False,False
Dealer,Nissan,Qashqai,2007,1598,Petrol,115,Manual,FWD,SUV,5.0,5.0,Other,Used,25900,True,True,False
Private,Audi,A6,2015,1968,Diesel,150,Manual,FWD,station wagon,5.0,5.0,Black,Used,67000,False,False,False
Dealer,Citroën,C4 Picasso,2007,1560,Diesel,109,Automatic,FWD,Minivan,5.0,5.0,Silver,Used,15999,True,False,False
Dealer,Škoda,Superb,2017,1968,Diesel,190,Automatic,FWD,Sedan,5.0,5.0,Blue,Used,119900,True,True,False
Dealer,Kia,Rio,2012,1248,Petrol,85,Manual,FWD,City cars,5.0,5.0,Silver,Used,26400,True,True,False
Private,Volkswagen,Touran,2014,1598,Diesel,105,Manual,,Minivan,5.0,,Gray,Used,44900,False,False,False
Private,Mazda,626,1991,1998,Diesel,64,Manual,FWD,Sedan,5.0,5.0,Red,Used,16500,False,False,False
Private,Seat,Ateca,2018,1984,Petrol,190,Automatic,4WD (automatic),SUV,5.0,5.0,White,Used,114000,True,True,False
Dealer,Fiat,Freemont,2013,1956,Diesel,170,Automatic,4WD (automatic),SUV,5.0,7.0,Black,Used,54500,True,True,False
Private,Volkswagen,Passat,2018,1798,Petrol,180,Automatic,FWD,Sedan,5.0,5.0,Black,Used,96000,True,False,False
Dealer,Toyota,Aygo,2019,998,Petrol,72,Manual,FWD,Compact,5.0,4.0,White,Used,41900,True,True,False
Dealer,Audi,e-tron GT,2022,,Electric,598,Automatic,4WD (permanent),Coupe,4.0,5.0,Black,New,716350,False,True,False
Private,Mercedes-Benz,Klasa C,2021,2000,Diesel,220,Automatic,RWD,Sedan,5.0,5.0,White,Used,69741,True,True,False
Dealer,BMW,Seria 6,2017,2979,Petrol,320,Automatic,RWD,Cabriolet,2.0,4.0,Blue,Used,219000,False,False,False
Dealer,BMW,X3,2015,1997,Petrol,245,Automatic,4WD (permanent),SUV,5.0,5.0,Gray,Used,89000,False,False,False
Dealer,Porsche,Cayenne,2012,4806,Petrol,400,Automatic,4WD (permanent),SUV,5.0,5.0,Black,Used,136000,True,False,False
Dealer,Volkswagen,Caddy,2009,1968,Diesel,70,Manual,FWD,station wagon,4.0,2.0,Silver,Used,18900,True,False,False
Private,Jeep,Wrangler,2005,3964,Petrol,176,Manual,4WD (permanent),SUV,2.0,4.0,Blue,Used,61500,False,False,False
Dealer,Honda,Jazz,2009,1198,Petrol,90,Manual,FWD,City cars,5.0,5.0,Blue,Used,19999,False,False,False
Private,Volkswagen,Tiguan,2013,1968,Diesel,140,Manual,FWD,SUV,5.0,5.0,Black,Used,35400,False,False,True
Private,Mercedes-Benz,Inny,1950,1700,Petrol,60,Manual,,Cabriolet,3.0,,Other,Used,280000,False,False,False
Dealer,Mercedes-Benz,Klasa S,1996,4973,Petrol,320,Automatic,RWD,Sedan,4.0,5.0,Silver,Used,75900,True,True,False
Dealer,Mercedes-Benz,Klasa A,2022,1991,Petrol,421,Automatic,,Compact,5.0,,Gray,New,329574,False,False,False
Private,Citroën,C5 Aircross,2019,1199,Petrol,130,Manual,FWD,SUV,5.0,5.0,Red,Used,89500,True,True,False
Private,Toyota,Proace City Verso,2020,1499,Diesel,130,Automatic,FWD,Minivan,5.0,5.0,Silver,Used,144000,True,True,False
Private,Mazda,2,2008,1349,Petrol+LPG,75,Manual,FWD,City cars,5.0,5.0,White,Used,16000,False,False,False
Private,Ford,Focus,2008,1596,Petrol,115,Manual,FWD,station wagon,5.0,5.0,Black,Used,16000,True,False,False
Private,BMW,Seria 1,2005,1995,Diesel,122,Manual,,Compact,5.0,5.0,Brown,Used,18600,False,False,False
Private,Hyundai,ix20,2015,1396,Petrol,90,Manual,FWD,Minivan,5.0,5.0,White,Used,33200,True,False,False
Dealer,Opel,Insignia,2014,1956,Diesel,130,Manual,FWD,Sedan,5.0,5.0,Green,Used,30500,False,False,False
Private,BMW,Seria 7,2017,2993,Diesel,320,Automatic,4WD (permanent),Sedan,4.0,5.0,Black,Used,240000,True,True,False
Private,Ford,Focus,2006,1596,Petrol,100,Manual,FWD,City cars,3.0,5.0,White,Used,11500,False,False,False
Private,Audi,A8,2010,4134,Diesel,350,Automatic,4WD (automatic),Sedan,4.0,5.0,Brown,Used,90100,False,False,False
Private,Opel,Grandland X,2017,1199,Petrol,130,Manual,FWD,SUV,5.0,5.0,Blue,Used,73900,True,False,False
Private,Toyota,Aygo,2016,998,Petrol,69,Manual,,Small cars,5.0,4.0,Yellow,Used,46900,True,True,False
Dealer,Volvo,V60,2019,1969,Diesel,150,Manual,FWD,station wagon,5.0,5.0,White,Used,144400,True,True,False
Dealer,Land Rover,Discovery,2017,1999,Diesel,240,Automatic,4WD (permanent),SUV,5.0,5.0,Gray,Used,219900,True,False,False
Dealer,BMW,Seria 5,2022,1995,Diesel,190,Automatic,4WD (permanent),station wagon,5.0,5.0,Gray,New,302400,False,False,False
Dealer,Audi,Q3,2017,1984,Petrol,180,Automatic,4WD (permanent),SUV,5.0,5.0,White,Used,126899,True,True,False
Private,Mercedes-Benz,Klasa C,2004,2950,Diesel,231,Automatic,RWD,station wagon,5.0,5.0,Black,Used,29500,False,False,False
Dealer,Fiat,Punto,2016,1400,Petrol,77,Manual,FWD,City cars,5.0,5.0,Blue,Used,35300,False,True,False
Dealer,Mazda,3,2011,1598,Petrol,105,Manual,FWD,Compact,5.0,5.0,Other,Used,25999,False,False,False
Private,Kia,Soul,2013,1582,Diesel,128,Manual,FWD,SUV,5.0,5.0,White,Used,30900,False,False,False
Dealer,Nissan,Qashqai,2007,1598,Petrol,115,Manual,FWD,SUV,5.0,5.0,Other,Used,25900,True,True,False
Private,Audi,A6,2015,1968,Diesel,150,Manual,FWD,station wagon,5.0,5.0,Black,Used,67000,False,False,False
Dealer,Citroën,C4 Picasso,2007,1560,Diesel,109,Automatic,FWD,Minivan,5.0,5.0,Silver,Used,15999,True,False,False
Dealer,Škoda,Superb,2017,1968,Diesel,190,Automatic,FWD,Sedan,5.0,5.0,Blue,Used,119900,True,True,False
Dealer,Kia,Rio,2012,1248,Petrol,85,Manual,FWD,City cars,5.0,5.0,Silver,Used,26400,True,True,False
Private,Volkswagen,Passat,2013,1968,Diesel,140,Manual,FWD,station wagon,5.0,,Gold,Used,41500,True,True,False
Private,BMW,Seria 5,2019,2993,Diesel,265,Automatic,4WD (permanent),Sedan,5.0,5.0,Other,Used,184700,True,True,False
Private,Hyundai,ix35,2013,1995,Diesel,184,Manual,,SUV,5.0,,Silver,Used,30900,False,False,False
Private,Jaguar,XF,2008,2720,Diesel,207,Automatic,RWD,Sedan,4.0,5.0,Beige,Used,35000,False,False,False
Private,Citroën,C1,2006,998,Petrol,68,Manual,FWD,City cars,5.0,4.0,Black,Used,9900,False,False,False
Dealer,Hyundai,Veloster,2012,1591,Petrol,140,Manual,FWD,Compact,4.0,5.0,Red,Used,36900,True,False,False
Private,Kia,Ceed,2015,1582,Diesel,110,Manual,FWD,station wagon,5.0,5.0,Silver,Used,35400,True,False,False
Dealer,Land Rover,Discovery Sport,2017,1999,Diesel,150,Manual,FWD,SUV,5.0,5.0,Black,Used,79980,True,True,False
Dealer,Fiat,Tipo,2016,1400,Petrol,95,Manual,FWD,Sedan,4.0,5.0,Blue,Used,44500,False,True,False
Dealer,Volkswagen,Caddy,2009,1968,Diesel,70,Manual,FWD,station wagon,4.0,2.0,Silver,Used,18900,True,False,False
Private,Jeep,Wrangler,2005,3964,Petrol,176,Manual,4WD (permanent),SUV,2.0,4.0,Blue,Used,61500,False,False,False
Dealer,Honda,Jazz,2009,1198,Petrol,90,Manual,FWD,City cars,5.0,5.0,Blue,Used,19999,False,False,False
Private,Volkswagen,Tiguan,2013,1968,Diesel,140,Manual,FWD,SUV,5.0,5.0,Black,Used,35400,False,False,True
Private,Mercedes-Benz,Inny,1950,1700,Petrol,60,Manual,,Cabriolet,3.0,,Other,Used,280000,False,False,False
Dealer,Mercedes-Benz,Klasa S,1996,4973,Petrol,320,Automatic,RWD,Sedan,4.0,5.0,Silver,Used,75900,True,True,False
Dealer,Mercedes-Benz,Klasa A,2022,1991,Petrol,421,Automatic,,Compact,5.0,,Gray,New,329574,False,False,False
Private,Citroën,C5 Aircross,2019,1199,Petrol,130,Manual,FWD,SUV,5.0,5.0,Red,Used,89500,True,True,False
Private,Toyota,Proace City Verso,2020,1499,Diesel,130,Automatic,FWD,Minivan,5.0,5.0,Silver,Used,144000,True,True,False
Private,Mazda,2,2008,1349,Petrol+LPG,75,Manual,FWD,City cars,5.0,5.0,White,Used,16000,False,False,False
Private,Ford,Focus,2008,1596,Petrol,115,Manual,FWD,station wagon,5.0,5.0,Black,Used,16000,True,False,False
Private,BMW,Seria 1,2005,1995,Diesel,122,Manual,,Compact,5.0,5.0,Brown,Used,18600,False,False,False
Private,Hyundai,ix20,2015,1396,Petrol,90,Manual,FWD,Minivan,5.0,5.0,White,Used,33200,True,False,False
Dealer,Opel,Insignia,2014,1956,Diesel,130,Manual,FWD,Sedan,5.0,5.0,Green,Used,30500,False,False,False
Private,BMW,Seria 7,2017,2993,Diesel,320,Automatic,4WD (permanent),Sedan,4.0,5.0,Black,Used,240000,True,True,False
Private,Ford,Focus,2006,1596,Petrol,100,Manual,FWD,City cars,3.0,5.0,White,Used,11500,False,False,False
Private,Audi,A8,2010,4134,Diesel,350,Automatic,4WD (automatic),Sedan,4.0,5.0,Brown,Used,90100,False,False,False
Private,Opel,Grandland X,2017,1199,Petrol,130,Manual,FWD,SUV,5.0,5.0,Blue,Used,73900,True,False,False
Private,Toyota,Aygo,2016,998,Petrol,69,Manual,,Small cars,5.0,4.0,Yellow,Used,46900,True,True,False
Dealer,Volvo,V60,2019,1969,Diesel,150,Manual,FWD,station wagon,5.0,5.0,White,Used,144400,True,True,False
Dealer,Land Rover,Discovery,2017,1999,Diesel,240,Automatic,4WD (permanent),SUV,5.0,5.0,Gray,Used,219900,True,False,False
Dealer,BMW,Seria 5,2022,1995,Diesel,190,Automatic,4WD (permanent),station wagon,5.0,5.0,Gray,New,302400,False,False,False
Dealer,Audi,Q3,2017,1984,Petrol,180,Automatic,4WD (permanent),SUV,5.0,5.0,White,Used,126899,True,True,False
Private,Volkswagen,up!,2016,999,Petrol,75,Automatic,,Small cars,5.0,,White,Used,44900,True,True,False
Dealer,Toyota,Corolla,2015,1598,Petrol,132,Automatic,FWD,Sedan,4.0,5.0,Black,Used,66900,True,True,False
Dealer,Mercedes-Benz,CL,2004,5439,Petrol,500,Automatic,RWD,Coupe,2.0,4.0,White,Used,119900,True,True,False
Dealer,Kia,EV6,2022,,Electric,325,Automatic,4WD (automatic),SUV,5.0,5.0,White,New,286053,False,False,False
Private,Jeep,Compass,2017,1956,Diesel,170,Automatic,4WD (manual),SUV,5.0,5.0,Gray,Used,99900,True,True,False
Dealer,Mercedes-Benz,ML,2006,2987,Diesel,224,Automatic,4WD (automatic),SUV,5.0,5.0,Gold,Used,42900,True,False,False
Dealer,Ford,F150,2019,3500,Petrol,375,Automatic,4WD (automatic),SUV,4.0,5.0,Gray,Used,125000,False,False,False
Dealer,Opel,Corsa,2007,1229,Petrol,80,Manual,,City cars,5.0,5.0,Blue,Used,15900,True,True,False
Dealer,Mitsubishi,Lancer,2010,1798,Petrol,143,Manual,FWD,Compact,5.0,5.0,Silver,Used,23900,True,False,False
Private,BMW,Seria 3,2000,1895,Petrol,118,Manual,RWD,Coupe,2.0,5.0,Yellow,Used,12500,True,False,False
Private,Seat,Ibiza,2004,1390,Petrol+LPG,75,Manual,FWD,City cars,3.0,5.0,Black,Used,7300,False,False,False
Private,Subaru,Forester,2002,1994,Petrol,177,Manual,4WD (permanent),SUV,5.0,5.0,Green,Used,18299,False,False,False
Private,Audi,A6,2021,1968,Diesel,163,Automatic,,station wagon,5.0,5.0,Black,Used,169900,False,False,False
Dealer,Ford,Streetka,2003,1599,Petrol,95,Manual,,Cabriolet,2.0,2.0,Silver,Used,19900,True,True,False
Dealer,Ford,Kuga,2017,2000,Diesel,150,Automatic,4WD (automatic),SUV,5.0,5.0,Gray,Used,89900,False,False,False
Dealer,Volvo,S80,2009,2521,Petrol,231,Manual,FWD,Sedan,4.0,5.0,Brown,Used,55900,True,False,False
Private,BMW,Seria 1,2014,1995,Diesel,184,Manual,4WD (automatic),Compact,5.0,5.0,White,Used,48900,False,False,False
Dealer,Citroën,C5,2011,1997,Diesel,140,Manual,FWD,station wagon,5.0,5.0,Black,Used,26499,False,False,False
Dealer,Citroën,C4 Grand Picasso,2008,1997,Diesel,136,Automatic,FWD,Minivan,5.0,7.0,Violet,Used,10500,False,True,False
Private,Mercedes-Benz,Klasa E,2016,2996,Petrol,333,Automatic,4WD (automatic),Coupe,2.0,4.0,Black,Used,134000,True,False,False
Dealer,Opel,Astra,2003,1796,Petrol,125,Manual,FWD,Compact,3.0,5.0,Black,Used,5750,True,False,False
Private,Toyota,Verso S,2012,1364,Diesel,90,Manual,FWD,Minivan,5.0,5.0,White,Used,29000,False,False,False
Dealer,GMC,Terrain,2020,1999,Petrol,252,Automatic,FWD,SUV,5.0,5.0,Gray,Used,95000,False,False,False
Private,Alfa Romeo,GT,2006,1910,Diesel,150,Manual,FWD,Coupe,2.0,5.0,Gray,Used,13500,False,False,False
Dealer,Opel,Astra,2013,1364,Petrol,120,Manual,FWD,Compact,5.0,5.0,White,Used,29500,False,False,False
Private,Mercedes-Benz,Klasa A,2013,1796,Diesel,109,Automatic,FWD,Compact,5.0,5.0,White,Used,57687,False,False,False
Private,Volvo,S40,1997,1731,Petrol,115,Manual,FWD,Sedan,4.0,5.0,White,Used,3700,False,False,True
Private,BMW,Seria 5,2006,2497,Diesel,177,Automatic,RWD,Sedan,5.0,5.0,Black,Used,38900,True,True,False
Private,Peugeot,207 CC,2007,1598,Petrol,120,Manual,FWD,Cabriolet,2.0,4.0,Black,Used,15900,False,False,False
Dealer,Mercedes-Benz,Klasa S,2018,2999,Petrol,367,Automatic,4WD (automatic),Sedan,4.0,5.0,Black,Used,170000,False,False,False
Private,Volkswagen,Passat,2013,1968,Diesel,140,Manual,FWD,station wagon,5.0,,Gold,Used,41500,True,True,False
Private,BMW,Seria 5,2019,2993,Diesel,265,Automatic,4WD (permanent),Sedan,5.0,5.0,Other,Used,184700,True,True,False
Dealer,Toyota,Aygo,2021,998,Petrol,72,Manual,FWD,Compact,5.0,4.0,Red,Used,57900,True,True,False
Dealer,MINI,Countryman,2015,1598,Petrol,184,Automatic,FWD,SUV,5.0,5.0,White,Used,55555,False,False,False
Dealer,MINI,Cooper,2018,1500,Petrol,136,Automatic,FWD,Compact,5.0,5.0,Gray,Used,79900,True,True,False
Dealer,Toyota,Yaris,2021,1496,Petrol,125,Automatic,FWD,Compact,5.0,5.0,Black,Used,92900,True,True,False
Private,Ford,Tourneo Connect,2015,1499,Diesel,120,Manual,FWD,Minivan,5.0,5.0,Silver,Used,67900,False,False,False
Private,Fiat,Tipo,2016,1248,Diesel,95,Manual,FWD,Sedan,5.0,5.0,Brown,Used,36500,False,False,False
Private,Volkswagen,up!,2016,999,Petrol,75,Automatic,,Small cars,5.0,,White,Used,44900,True,True,False
Dealer,Toyota,Corolla,2015,1598,Petrol,132,Automatic,FWD,Sedan,4.0,5.0,Black,Used,66900,True,True,False
Dealer,Mercedes-Benz,CL,2004,5439,Petrol,500,Automatic,RWD,Coupe,2.0,4.0,White,Used,119900,True,True,False
Dealer,Kia,EV6,2022,,Electric,325,Automatic,4WD (automatic),SUV,5.0,5.0,White,New,286053,False,False,False
Private,Jeep,Compass,2017,1956,Diesel,170,Automatic,4WD (manual),SUV,5.0,5.0,Gray,Used,99900,True,True,False
Dealer,Mercedes-Benz,ML,2006,2987,Diesel,224,Automatic,4WD (automatic),SUV,5.0,5.0,Gold,Used,42900,True,False,False
Dealer,Opel,Corsa,2007,1229,Petrol,80,Manual,,City cars,5.0,5.0,Blue,Used,15900,True,True,False
Dealer,Ford,F150,2019,3500,Petrol,375,Automatic,4WD (automatic),SUV,4.0,5.0,Gray,Used,125000,False,False,False
Dealer,Mitsubishi,Lancer,2010,1798,Petrol,143,Manual,FWD,Compact,5.0,5.0,Silver,Used,23900,True,False,False
Private,BMW,Seria 3,2000,1895,Petrol,118,Manual,RWD,Coupe,2.0,5.0,Yellow,Used,12500,True,False,False
Private,Seat,Ibiza,2004,1390,Petrol+LPG,75,Manual,FWD,City cars,3.0,5.0,Black,Used,7300,False,False,False
Private,Subaru,Forester,2002,1994,Petrol,177,Manual,4WD (permanent),SUV,5.0,5.0,Green,Used,18299,False,False,False
Private,Audi,A6,2021,1968,Diesel,163,Automatic,,station wagon,5.0,5.0,Black,Used,169900,False,False,False
Dealer,Ford,Streetka,2003,1599,Petrol,95,Manual,,Cabriolet,2.0,2.0,Silver,Used,19900,True,True,False
Dealer,Volvo,S80,2009,2521,Petrol,231,Manual,FWD,Sedan,4.0,5.0,Brown,Used,55900,True,False,False
Dealer,Ford,Kuga,2017,2000,Diesel,150,Automatic,4WD (automatic),SUV,5.0,5.0,Gray,Used,89900,False,False,False
Dealer,Citroën,C5,2011,1997,Diesel,140,Manual,FWD,station wagon,5.0,5.0,Black,Used,26499,False,False,False
Private,BMW,Seria 1,2014,1995,Diesel,184,Manual,4WD (automatic),Compact,5.0,5.0,White,Used,48900,False,False,False
Dealer,Citroën,C4 Grand Picasso,2008,1997,Diesel,136,Automatic,FWD,Minivan,5.0,7.0,Violet,Used,10500,False,True,False
Private,Mercedes-Benz,Klasa E,2016,2996,Petrol,333,Automatic,4WD (automatic),Coupe,2.0,4.0,Black,Used,134000,True,False,False
Dealer,Opel,Astra,2003,1796,Petrol,125,Manual,FWD,Compact,3.0,5.0,Black,Used,5750,True,False,False
Private,Toyota,Verso S,2012,1364,Diesel,90,Manual,FWD,Minivan,5.0,5.0,White,Used,29000,False,False,False
Dealer,GMC,Terrain,2020,1999,Petrol,252,Automatic,FWD,SUV,5.0,5.0,Gray,Used,95000,False,False,False
Private,Alfa Romeo,GT,2006,1910,Diesel,150,Manual,FWD,Coupe,2.0,5.0,Gray,Used,13500,False,False,False
Dealer,Opel,Astra,2013,1364,Petrol,120,Manual,FWD,Compact,5.0,5.0,White,Used,29500,False,False,False
Private,Mercedes-Benz,Klasa A,2013,1796,Diesel,109,Automatic,FWD,Compact,5.0,5.0,White,Used,57687,False,False,False
Private,SsangYong,Korando,2014,1998,Diesel,150,Manual,,SUV,5.0,5.0,Black,Used,33900,False,False,False
Dealer,Toyota,Tacoma,2021,3500,Petrol,278,Automatic,4WD (automatic),SUV,4.0,5.0,Silver,Used,105000,False,False,False
Private,Audi,A4,2001,2976,Petrol+LPG,220,Automatic,4WD (permanent),Sedan,4.0,5.0,Other,Used,18700,False,False,False
Private,Renault,Megane,2016,1197,Petrol,132,Automatic,FWD,Sedan,5.0,5.0,Black,Used,65000,True,True,False
Dealer,Nissan,X-Trail,2018,1618,Petrol,163,Automatic,4WD (automatic),SUV,5.0,5.0,Blue,Used,69000,False,False,False
Private,BMW,Seria 5,2012,1995,Diesel,184,Automatic,RWD,station wagon,5.0,5.0,Gray,Used,47500,True,False,False
Private,Volkswagen,Tiguan Allspace,2019,1968,Diesel,240,Automatic,4WD (automatic),SUV,5.0,5.0,Gray,Used,98400,True,True,True
Dealer,BMW,Seria 4,2019,2998,Petrol,326,Automatic,RWD,Coupe,2.0,4.0,Silver,Used,118000,False,False,False
Dealer,Opel,Mokka,2014,1686,Diesel,130,Manual,4WD (automatic),SUV,5.0,5.0,Other,Used,47900,True,True,False
Private,BMW,X1,2017,1998,Petrol,192,Automatic,FWD,SUV,5.0,5.0,White,Used,144900,True,True,False
Private,Infiniti,QX70,2016,3696,Petrol,320,Automatic,4WD (automatic),SUV,5.0,5.0,Black,Used,138000,True,False,False
Dealer,Dacia,Sandero,2022,999,Petrol,90,Manual,FWD,Compact,5.0,5.0,Blue,New,72500,False,False,False
Dealer,Toyota,Aygo,2021,998,Petrol,72,Manual,FWD,Compact,5.0,4.0,Red,Used,57900,True,True,False
Dealer,MINI,Countryman,2015,1598,Petrol,184,Automatic,FWD,SUV,5.0,5.0,White,Used,55555,False,False,False
Dealer,MINI,Cooper,2018,1500,Petrol,136,Automatic,FWD,Compact,5.0,5.0,Gray,Used,79900,True,True,False
Dealer,Toyota,Yaris,2021,1496,Petrol,125,Automatic,FWD,Compact,5.0,5.0,Black,Used,92900,True,True,False
Private,Ford,Tourneo Connect,2015,1499,Diesel,120,Manual,FWD,Minivan,5.0,5.0,Silver,Used,67900,False,False,False
Private,Fiat,Tipo,2016,1248,Diesel,95,Manual,FWD,Sedan,5.0,5.0,Brown,Used,36500,False,False,False
Private,Volkswagen,up!,2016,999,Petrol,75,Automatic,,Small cars,5.0,,White,Used,44900,True,True,False
Dealer,Toyota,Corolla,2015,1598,Petrol,132,Automatic,FWD,Sedan,4.0,5.0,Black,Used,66900,True,True,False
Dealer,Mercedes-Benz,CL,2004,5439,Petrol,500,Automatic,RWD,Coupe,2.0,4.0,White,Used,119900,True,True,False
Dealer,Kia,EV6,2022,,Electric,325,Automatic,4WD (automatic),SUV,5.0,5.0,White,New,286053,False,False,False
Private,Jeep,Compass,2017,1956,Diesel,170,Automatic,4WD (manual),SUV,5.0,5.0,Gray,Used,99900,True,True,False
Dealer,Mercedes-Benz,ML,2006,2987,Diesel,224,Automatic,4WD (automatic),SUV,5.0,5.0,Gold,Used,42900,True,False,False
Dealer,Ford,F150,2019,3500,Petrol,375,Automatic,4WD (automatic),SUV,4.0,5.0,Gray,Used,125000,False,False,False
Dealer,Opel,Corsa,2007,1229,Petrol,80,Manual,,City cars,5.0,5.0,Blue,Used,15900,True,True,False
Dealer,Mitsubishi,Lancer,2010,1798,Petrol,143,Manual,FWD,Compact,5.0,5.0,Silver,Used,23900,True,False,False
Private,BMW,Seria 3,2000,1895,Petrol,118,Manual,RWD,Coupe,2.0,5.0,Yellow,Used,12500,True,False,False
Private,Seat,Ibiza,2004,1390,Petrol+LPG,75,Manual,FWD,City cars,3.0,5.0,Black,Used,7300,False,False,False
Private,Subaru,Forester,2002,1994,Petrol,177,Manual,4WD (permanent),SUV,5.0,5.0,Green,Used,18299,False,False,False
Private,Audi,A6,2021,1968,Diesel,163,Automatic,,station wagon,5.0,5.0,Black,Used,169900,False,False,False
Dealer,Ford,Streetka,2003,1599,Petrol,95,Manual,,Cabriolet,2.0,2.0,Silver,Used,19900,True,True,False
Private,Peugeot,5008,2014,1560,Diesel,114,Automatic,,Minivan,5.0,7.0,Other,Used,39900,False,False,False
Private,Ford,Focus,2006,1560,Diesel,109,Manual,FWD,station wagon,5.0,5.0,Silver,Used,9800,False,False,False
Private,BMW,i3,2019,,Electric,184,Automatic,RWD,City cars,5.0,4.0,Black,Used,129000,False,True,False
Dealer,Volvo,XC 60,2018,1969,Diesel,190,Automatic,4WD (permanent),SUV,5.0,5.0,Black,Used,133990,True,True,False
Dealer,Volvo,V60,2016,1969,Diesel,190,Manual,FWD,station wagon,5.0,5.0,White,Used,75200,False,False,False
Private,Chevrolet,Corvette,1988,5700,Petrol,245,Automatic,,Cabriolet,2.0,,White,Used,54999,False,False,False
Dealer,Nissan,Qashqai,2010,1598,Petrol,114,Manual,FWD,SUV,5.0,5.0,Silver,Used,36900,True,False,False
Private,Audi,A6,2011,2967,Diesel,204,Automatic,FWD,Sedan,5.0,5.0,Black,Used,59900,True,False,False
Dealer,Opel,Corsa,2019,1400,Petrol+LPG,90,Manual,FWD,Compact,5.0,5.0,Blue,Used,48900,True,True,False
Dealer,Kia,Sportage,2011,1685,Diesel,115,Manual,FWD,SUV,5.0,5.0,Gray,Used,43900,False,False,False
Private,Mercedes-Benz,Klasa C,2008,1796,Petrol,156,Manual,RWD,Sedan,4.0,5.0,Silver,Used,31500,False,False,False
Private,MINI,ONE,2008,1397,Petrol,95,Manual,,City cars,3.0,5.0,Other,Used,17900,False,False,False
Private,Volkswagen,Golf,1992,1391,Petrol,60,Manual,FWD,Compact,3.0,5.0,Blue,Used,2500,False,False,False
Dealer,Citroën,C5,2016,1997,Diesel,150,Manual,FWD,station wagon,5.0,5.0,Other,Used,44800,True,False,False
Private,Hyundai,ix35,2012,1591,Petrol,135,Manual,FWD,SUV,5.0,5.0,Blue,Used,51500,False,False,False
Dealer,Ford,Explorer,2021,2998,Petrol,350,Automatic,4WD (automatic),SUV,5.0,7.0,White,Used,130000,False,False,False
Private,Volkswagen,Golf,2020,999,Petrol,110,Manual,FWD,Compact,5.0,5.0,Yellow,Used,84900,True,True,False
